concepto,saldo_inicial,saldo_final,fecha_inicial,fecha_final,notas
Otros pasivos,7961.0,0.0,1999-12-31,2023-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,77777.0,1999-12-31,2023-06-30,sin dato
Reserva para subrogación de OG,0.0,15804.0,1999-12-31,2023-06-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,266.0,1999-12-31,2023-06-30,sin dato
Reserva y Otros pasivos,0.0,1619.0,1999-12-31,2023-06-30,sin dato
Pasivos Totales,723563.0,1138280.0,1999-12-31,2023-06-30,sin dato
Recursos líquidos,5209.0,173278.0,1999-12-31,2023-06-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15804.0,1999-12-31,2023-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2023-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2023-06-30,sin dato
Pasivos Netos,687844.0,949199.0,1999-12-31,2023-06-30,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2023-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2023-09-30,sin dato
Emisiones realizadas,0.0,1027389.0,1999-12-31,2023-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2023-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2023-09-30,"Al 30 de septiembre de 2023, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2023-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2023-09-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2023-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,82429.0,1999-12-31,2023-09-30,sin dato
Reserva para subrogación de OG,0.0,15254.0,1999-12-31,2023-09-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,274.0,1999-12-31,2023-09-30,sin dato
Reserva y Otros pasivos,0.0,1622.0,1999-12-31,2023-09-30,sin dato
Pasivos Totales,723563.0,1126968.0,1999-12-31,2023-09-30,sin dato
Recursos líquidos,5209.0,140502.0,1999-12-31,2023-09-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15254.0,1999-12-31,2023-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2023-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2023-09-30,sin dato
Pasivos Netos,687844.0,971212.0,1999-12-31,2023-09-30,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2023-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2023-12-31,sin dato
Emisiones realizadas,0.0,1073604.0,1999-12-31,2023-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2023-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2023-12-31,"Al 31 de diciembre de 2023, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2023-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2023-12-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2023-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,87120.0,1999-12-31,2023-12-31,sin dato
Reserva para subrogación de OG,0.0,15253.0,1999-12-31,2023-12-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,283.0,1999-12-31,2023-12-31,sin dato
Reserva y Otros pasivos,0.0,1633.0,1999-12-31,2023-12-31,sin dato
Pasivos Totales,723563.0,1177892.0,1999-12-31,2023-12-31,sin dato
Recursos líquidos,5209.0,168929.0,1999-12-31,2023-12-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15253.0,1999-12-31,2023-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2023-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2023-12-31,sin dato
Pasivos Netos,687844.0,993710.0,1999-12-31,2023-12-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2024-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2024-03-31,sin dato
Emisiones realizadas,0.0,1065062.0,1999-12-31,2024-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2024-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2024-03-31,"Al 31 de marzo de 2024, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2024-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2024-03-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2024-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,91694.0,1999-12-31,2024-03-31,sin dato
Reserva para subrogación de OG,0.0,15254.0,1999-12-31,2024-03-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,291.0,1999-12-31,2024-03-31,sin dato
Reserva y Otros pasivos,0.0,1627.0,1999-12-31,2024-03-31,sin dato
Pasivos Totales,723563.0,1173926.0,1999-12-31,2024-03-31,sin dato
Recursos líquidos,5209.0,174263.0,1999-12-31,2024-03-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15254.0,1999-12-31,2024-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2024-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2024-03-31,sin dato
Pasivos Netos,687844.0,984410.0,1999-12-31,2024-03-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2024-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2024-06-30,sin dato
Emisiones realizadas,0.0,1079826.0,1999-12-31,2024-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2024-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2024-06-30,"Al 30 de junio de 2024, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2024-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2024-06-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2024-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,96413.0,1999-12-31,2024-06-30,sin dato
Reserva para subrogación de OG,0.0,15254.0,1999-12-31,2024-06-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,299.0,1999-12-31,2024-06-30,sin dato
Reserva y Otros pasivos,0.0,1808.0,1999-12-31,2024-06-30,sin dato
Pasivos Totales,723563.0,1193599.0,1999-12-31,2024-06-30,sin dato
Recursos líquidos,5209.0,203818.0,1999-12-31,2024-06-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15254.0,1999-12-31,2024-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2024-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2024-06-30,sin dato
Pasivos Netos,687844.0,974527.0,1999-12-31,2024-06-30,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2024-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2024-09-30,sin dato
Emisiones realizadas,0.0,1070922.0,1999-12-31,2024-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2024-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2024-09-30,"Al 30 de sptiembre de 2024, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2024-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2024-09-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2024-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,101289.0,1999-12-31,2024-09-30,sin dato
Reserva para subrogación de OG,0.0,15254.0,1999-12-31,2024-09-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,307.0,1999-12-31,2024-09-30,sin dato
Reserva y Otros pasivos,0.0,1757.0,1999-12-31,2024-09-30,sin dato
Pasivos Totales,723563.0,1189529.0,1999-12-31,2024-09-30,sin dato
Recursos líquidos,5209.0,178638.0,1999-12-31,2024-09-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15254.0,1999-12-31,2024-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2024-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2024-09-30,sin dato
Pasivos Netos,687844.0,995637.0,1999-12-31,2024-09-30,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2024-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2024-12-31,sin dato
Emisiones realizadas,0.0,1111436.0,1999-12-31,2024-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2024-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2024-12-31,"Al 31 de diciembre de 2024, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2024-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2024-12-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2024-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,106294.0,1999-12-31,2024-12-31,sin dato
Reserva para subrogación de OG,0.0,15254.0,1999-12-31,2024-12-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,316.0,1999-12-31,2024-12-31,sin dato
Reserva y Otros pasivos,0.0,1770.0,1999-12-31,2024-12-31,sin dato
Pasivos Totales,723563.0,1235069.0,1999-12-31,2024-12-31,sin dato
Recursos líquidos,5209.0,203725.0,1999-12-31,2024-12-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15254.0,1999-12-31,2024-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2024-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2024-12-31,sin dato
Pasivos Netos,687844.0,1016090.0,1999-12-31,2024-12-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2025-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2025-03-31,sin dato
Emisiones realizadas,0.0,1089130.0,1999-12-31,2025-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2025-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2025-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2025-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2025-03-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2025-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,111218.0,1999-12-31,2025-03-31,sin dato
Reserva para subrogación de OG,0.0,15254.0,1999-12-31,2025-03-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,323.0,1999-12-31,2025-03-31,sin dato
Reserva y Otros pasivos,0.0,1766.0,1999-12-31,2025-03-31,sin dato
Pasivos Totales,723563.0,1217690.0,1999-12-31,2025-03-31,sin dato
Recursos líquidos,5209.0,194066.0,1999-12-31,2025-03-31,sin dato
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15254.0,1999-12-31,2025-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2025-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2025-03-31,sin dato
Pasivos Netos,687844.0,1008371.0,1999-12-31,2025-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2025-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2025-06-30,sin dato
Emisiones realizadas,0.0,1094612.0,1999-12-31,2025-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2025-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2025-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2025-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2025-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2025-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,116201.0,1999-12-31,2025-06-30,sin dato
Reserva para subrogación de OG,0.0,15154.0,1999-12-31,2025-06-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,330.0,1999-12-31,2025-06-30,sin dato
Reserva y Otros pasivos,0.0,543.0,1999-12-31,2025-06-30,sin dato
Pasivos Totales,723563.0,1226840.0,1999-12-31,2025-06-30,sin dato
Recursos líquidos,5209.0,214883.0,1999-12-31,2025-06-30,sin dato
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15154.0,1999-12-31,2025-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2025-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2025-06-30,sin dato
Pasivos Netos,687844.0,996803.0,1999-12-31,2025-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2025-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2025-09-30,sin dato
Emisiones realizadas,0.0,1105694.0,1999-12-31,2025-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2025-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2025-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2025-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2025-09-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2025-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,120817.0,1999-12-31,2025-09-30,sin dato
Reserva para subrogación de OG,0.0,15154.0,1999-12-31,2025-09-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,337.0,1999-12-31,2025-09-30,sin dato
Reserva y Otros pasivos,0.0,540.0,1999-12-31,2025-09-30,sin dato
Pasivos Totales,723563.0,1242542.0,1999-12-31,2025-09-30,sin dato
Recursos líquidos,5209.0,216029.0,1999-12-31,2025-09-30,sin dato
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15154.0,1999-12-31,2025-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2025-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2025-09-30,sin dato
Pasivos Netos,687844.0,1011359.0,1999-12-31,2025-09-30,sin dato
